SYNSET_ID	TEXT	PARENTS	PARENT_TEXTS
116281-V	ПОГЛАЗЕТЬ; ЗЕВАТЬ; ГЛАЗЕТЬ ПО СТОРОНАМ; ГЛАЗЕТЬ; ЗЕВАТЬ ПО СТОРОНАМ	["145755-V", "106903-V", "114501-V"]	["НАПРАВИТЬ; НАПРАВЛЯТЬ; НАПРАВЛЯТЬСЯ", "ПРОСМОТРЕТЬ; БРОСАТЬ ВЗГЛЯД; БРОСАТЬ ВЗОР; БРОСИТЬ ВЗГЛЯД; ВЗГЛЯДЫВАТЬ; ВЗГЛЯНУТЬ; ВЗИРАТЬ; ВИДЕТЬ СВОИМИ ГЛАЗАМИ; ГЛЯДЕТЬ; ГЛЯНУТЬ; КИНУТЬ ВЗГЛЯД; КИНУТЬ ВЗОР; НАПРАВИТЬ ВЗГЛЯД; НАПРАВИТЬ ГЛАЗА; НАПРАВЛЯТЬ ВЗГЛЯД; НАПРАВЛЯТЬ ГЛАЗА; ОБРАТИТЬ ВЗГЛЯД; ОБРАТИТЬ СВОЙ ВЗГЛЯД; ОБРАЩАТЬ ВЗГЛЯД; ОСТАНАВЛИВАТЬ ВЗГЛЯД; ОСТАНОВИТЬ ВЗГЛЯД; ПОГЛЯДЕТЬ; ПОГЛЯДЫВАТЬ; ПОСМАТРИВАТЬ; СМОТРЕТЬ; ПОСМОТРЕТЬ", "УСТРЕМИТЬ; ОБРАЩАТЬ; УСТРЕМЛЯТЬ; НАПРАВИТЬ; НАПРАВЛЯТЬ; ОБРАТИТЬ"]
117989-V	ОГЛЯДЫВАТЬСЯ; ПОСМОТРЕТЬ НАЗАД; ОГЛЯНУТЬСЯ; ОГЛЯНУТЬСЯ НАЗАД	["145755-V", "106903-V", "114501-V"]	["НАПРАВИТЬ; НАПРАВЛЯТЬ; НАПРАВЛЯТЬСЯ", "ПРОСМОТРЕТЬ; БРОСАТЬ ВЗГЛЯД; БРОСАТЬ ВЗОР; БРОСИТЬ ВЗГЛЯД; ВЗГЛЯДЫВАТЬ; ВЗГЛЯНУТЬ; ВЗИРАТЬ; ВИДЕТЬ СВОИМИ ГЛАЗАМИ; ГЛЯДЕТЬ; ГЛЯНУТЬ; КИНУТЬ ВЗГЛЯД; КИНУТЬ ВЗОР; НАПРАВИТЬ ВЗГЛЯД; НАПРАВИТЬ ГЛАЗА; НАПРАВЛЯТЬ ВЗГЛЯД; НАПРАВЛЯТЬ ГЛАЗА; ОБРАТИТЬ ВЗГЛЯД; ОБРАТИТЬ СВОЙ ВЗГЛЯД; ОБРАЩАТЬ ВЗГЛЯД; ОСТАНАВЛИВАТЬ ВЗГЛЯД; ОСТАНОВИТЬ ВЗГЛЯД; ПОГЛЯДЕТЬ; ПОГЛЯДЫВАТЬ; ПОСМАТРИВАТЬ; СМОТРЕТЬ; ПОСМОТРЕТЬ", "УСТРЕМИТЬ; ОБРАЩАТЬ; УСТРЕМЛЯТЬ; НАПРАВИТЬ; НАПРАВЛЯТЬ; ОБРАТИТЬ"]
117989-V	ОГЛЯДЫВАТЬСЯ; ПОСМОТРЕТЬ НАЗАД; ОГЛЯНУТЬСЯ; ОГЛЯНУТЬСЯ НАЗАД	["111038-V", "116236-V"]	["ПОВЕРНУТЬСЯ; ПОВЕРТЫВАТЬСЯ; ПОВОРАЧИВАТЬСЯ", "ОБРАЩАТЬСЯ; ОБРАТИТЬСЯ; ОБОРОТИТЬСЯ; ОБОРАЧИВАТЬСЯ; ОБЕРТЫВАТЬСЯ; ОБЕРНУТЬСЯ"]
120758-V	ПОКОСИТЬСЯ; КОСИТЬ ГЛАЗА; КОСИТЬСЯ; СМОТРЕТЬ ИСКОСА	["145755-V", "106903-V", "114501-V"]	["НАПРАВИТЬ; НАПРАВЛЯТЬ; НАПРАВЛЯТЬСЯ", "ПРОСМОТРЕТЬ; БРОСАТЬ ВЗГЛЯД; БРОСАТЬ ВЗОР; БРОСИТЬ ВЗГЛЯД; ВЗГЛЯДЫВАТЬ; ВЗГЛЯНУТЬ; ВЗИРАТЬ; ВИДЕТЬ СВОИМИ ГЛАЗАМИ; ГЛЯДЕТЬ; ГЛЯНУТЬ; КИНУТЬ ВЗГЛЯД; КИНУТЬ ВЗОР; НАПРАВИТЬ ВЗГЛЯД; НАПРАВИТЬ ГЛАЗА; НАПРАВЛЯТЬ ВЗГЛЯД; НАПРАВЛЯТЬ ГЛАЗА; ОБРАТИТЬ ВЗГЛЯД; ОБРАТИТЬ СВОЙ ВЗГЛЯД; ОБРАЩАТЬ ВЗГЛЯД; ОСТАНАВЛИВАТЬ ВЗГЛЯД; ОСТАНОВИТЬ ВЗГЛЯД; ПОГЛЯДЕТЬ; ПОГЛЯДЫВАТЬ; ПОСМАТРИВАТЬ; СМОТРЕТЬ; ПОСМОТРЕТЬ", "УСТРЕМИТЬ; ОБРАЩАТЬ; УСТРЕМЛЯТЬ; НАПРАВИТЬ; НАПРАВЛЯТЬ; ОБРАТИТЬ"]
125789-V	ВЫГЛЯНУТЬ; ВЫГЛЯДЫВАТЬ; ВЫГЛЯНУТЬ НАРУЖУ	["124720-V", "124721-V", "116124-V"]	["ВЫДВИГАТЬСЯ; ВЫДВИНУТЬСЯ", "ВЫСУНУТЬСЯ НАРУЖУ; ВЫСОВЫВАТЬСЯ; ВЫСТАВИТЬСЯ; ВЫСТАВЛЯТЬСЯ; ВЫСУНУТЬСЯ", "ТОРЧАТЬ ВПЕРЕД; ТОРЧАТЬ"]
125789-V	ВЫГЛЯНУТЬ; ВЫГЛЯДЫВАТЬ; ВЫГЛЯНУТЬ НАРУЖУ	["145755-V", "106903-V", "114501-V"]	["НАПРАВИТЬ; НАПРАВЛЯТЬ; НАПРАВЛЯТЬСЯ", "ПРОСМОТРЕТЬ; БРОСАТЬ ВЗГЛЯД; БРОСАТЬ ВЗОР; БРОСИТЬ ВЗГЛЯД; ВЗГЛЯДЫВАТЬ; ВЗГЛЯНУТЬ; ВЗИРАТЬ; ВИДЕТЬ СВОИМИ ГЛАЗАМИ; ГЛЯДЕТЬ; ГЛЯНУТЬ; КИНУТЬ ВЗГЛЯД; КИНУТЬ ВЗОР; НАПРАВИТЬ ВЗГЛЯД; НАПРАВИТЬ ГЛАЗА; НАПРАВЛЯТЬ ВЗГЛЯД; НАПРАВЛЯТЬ ГЛАЗА; ОБРАТИТЬ ВЗГЛЯД; ОБРАТИТЬ СВОЙ ВЗГЛЯД; ОБРАЩАТЬ ВЗГЛЯД; ОСТАНАВЛИВАТЬ ВЗГЛЯД; ОСТАНОВИТЬ ВЗГЛЯД; ПОГЛЯДЕТЬ; ПОГЛЯДЫВАТЬ; ПОСМАТРИВАТЬ; СМОТРЕТЬ; ПОСМОТРЕТЬ", "УСТРЕМИТЬ; ОБРАЩАТЬ; УСТРЕМЛЯТЬ; НАПРАВИТЬ; НАПРАВЛЯТЬ; ОБРАТИТЬ"]
127101-V	НАГЛЯДЕТЬСЯ; НАСМОТРЕТЬСЯ; НАСМАТРИВАТЬСЯ	["116684-V", "119317-V"]	["ПОЛЮБИТЬСЯ; ЖАЛОВАТЬ; ЛЮБИТЬ; ПРИЙТИСЬ ПО ДУШЕ; ПРИХОДИТЬСЯ ПО ВКУСУ; ПРИЙТИСЬ ПО НРАВУ; ПРИХОДИТЬСЯ ПО ДУШЕ; СНИСКАТЬ ЛЮБОВЬ; ПОЛЮБИТЬ; ПРИЙТИСЬ ПО ВКУСУ; ГЛЯНУТЬСЯ; НРАВИТЬСЯ; ПОНРАВИТЬСЯ", "СМАКОВАТЬ; НАСЛАДИТЬСЯ; НАСЛАЖДАТЬСЯ; ИСПЫТЫВАТЬ НАСЛАЖДЕНИЕ; ИСПЫТАТЬ НАСЛАЖДЕНИЕ; ПРЕДАВАТЬСЯ НАСЛАЖДЕНИЯМ; ПОСМАКОВАТЬ; УПИВАТЬСЯ; ПОЛУЧИТЬ УДОВОЛЬСТВИЕ; УПИТЬСЯ; ПОЛУЧАТЬ УДОВОЛЬСТВИЕ; КУПАТЬСЯ"]
127101-V	НАГЛЯДЕТЬСЯ; НАСМОТРЕТЬСЯ; НАСМАТРИВАТЬСЯ	["145755-V", "106903-V", "114501-V"]	["НАПРАВИТЬ; НАПРАВЛЯТЬ; НАПРАВЛЯТЬСЯ", "ПРОСМОТРЕТЬ; БРОСАТЬ ВЗГЛЯД; БРОСАТЬ ВЗОР; БРОСИТЬ ВЗГЛЯД; ВЗГЛЯДЫВАТЬ; ВЗГЛЯНУТЬ; ВЗИРАТЬ; ВИДЕТЬ СВОИМИ ГЛАЗАМИ; ГЛЯДЕТЬ; ГЛЯНУТЬ; КИНУТЬ ВЗГЛЯД; КИНУТЬ ВЗОР; НАПРАВИТЬ ВЗГЛЯД; НАПРАВИТЬ ГЛАЗА; НАПРАВЛЯТЬ ВЗГЛЯД; НАПРАВЛЯТЬ ГЛАЗА; ОБРАТИТЬ ВЗГЛЯД; ОБРАТИТЬ СВОЙ ВЗГЛЯД; ОБРАЩАТЬ ВЗГЛЯД; ОСТАНАВЛИВАТЬ ВЗГЛЯД; ОСТАНОВИТЬ ВЗГЛЯД; ПОГЛЯДЕТЬ; ПОГЛЯДЫВАТЬ; ПОСМАТРИВАТЬ; СМОТРЕТЬ; ПОСМОТРЕТЬ", "УСТРЕМИТЬ; ОБРАЩАТЬ; УСТРЕМЛЯТЬ; НАПРАВИТЬ; НАПРАВЛЯТЬ; ОБРАТИТЬ"]
127480-V	ПЕРЕГЛЯДЫВАТЬСЯ; ОБМЕНЯТЬСЯ ВЗГЛЯДАМИ; ОБМЕНИВАТЬСЯ ВЗГЛЯДАМИ; СМОТРЕТЬ ДРУГ НА ДРУГА; ПОСМОТРЕТЬ ДРУГ НА ДРУГА; ПЕРЕГЛЯНУТЬСЯ	["137784-V", "112933-V"]	["ОБМЕНИВАТЬСЯ; ОБМЕНЯТЬСЯ; ПРОИЗВЕСТИ ОБМЕН", "РЕАГИРОВАТЬ; ОТВЕТИТЬ; ПРОРЕАГИРОВАТЬ; ОТРЕАГИРОВАТЬ; СРЕАГИРОВАТЬ; ОТВЕЧАТЬ; РЕАГИРОВАТЬ В ОТВЕТ; ПОСТУПИТЬ В ОТВЕТ; ВОЗДАВАТЬ; ВОЗДАТЬ"]
127480-V	ПЕРЕГЛЯДЫВАТЬСЯ; ОБМЕНЯТЬСЯ ВЗГЛЯДАМИ; ОБМЕНИВАТЬСЯ ВЗГЛЯДАМИ; СМОТРЕТЬ ДРУГ НА ДРУГА; ПОСМОТРЕТЬ ДРУГ НА ДРУГА; ПЕРЕГЛЯНУТЬСЯ	["145755-V", "106903-V", "114501-V"]	["НАПРАВИТЬ; НАПРАВЛЯТЬ; НАПРАВЛЯТЬСЯ", "ПРОСМОТРЕТЬ; БРОСАТЬ ВЗГЛЯД; БРОСАТЬ ВЗОР; БРОСИТЬ ВЗГЛЯД; ВЗГЛЯДЫВАТЬ; ВЗГЛЯНУТЬ; ВЗИРАТЬ; ВИДЕТЬ СВОИМИ ГЛАЗАМИ; ГЛЯДЕТЬ; ГЛЯНУТЬ; КИНУТЬ ВЗГЛЯД; КИНУТЬ ВЗОР; НАПРАВИТЬ ВЗГЛЯД; НАПРАВИТЬ ГЛАЗА; НАПРАВЛЯТЬ ВЗГЛЯД; НАПРАВЛЯТЬ ГЛАЗА; ОБРАТИТЬ ВЗГЛЯД; ОБРАТИТЬ СВОЙ ВЗГЛЯД; ОБРАЩАТЬ ВЗГЛЯД; ОСТАНАВЛИВАТЬ ВЗГЛЯД; ОСТАНОВИТЬ ВЗГЛЯД; ПОГЛЯДЕТЬ; ПОГЛЯДЫВАТЬ; ПОСМАТРИВАТЬ; СМОТРЕТЬ; ПОСМОТРЕТЬ", "УСТРЕМИТЬ; ОБРАЩАТЬ; УСТРЕМЛЯТЬ; НАПРАВИТЬ; НАПРАВЛЯТЬ; ОБРАТИТЬ"]
134120-V	ПРИГЛЯДЕТЬСЯ; ПРИСМОТРЕТЬСЯ; ПРИСМАТРИВАТЬСЯ	["145755-V", "106903-V", "114501-V"]	["НАПРАВИТЬ; НАПРАВЛЯТЬ; НАПРАВЛЯТЬСЯ", "ПРОСМОТРЕТЬ; БРОСАТЬ ВЗГЛЯД; БРОСАТЬ ВЗОР; БРОСИТЬ ВЗГЛЯД; ВЗГЛЯДЫВАТЬ; ВЗГЛЯНУТЬ; ВЗИРАТЬ; ВИДЕТЬ СВОИМИ ГЛАЗАМИ; ГЛЯДЕТЬ; ГЛЯНУТЬ; КИНУТЬ ВЗГЛЯД; КИНУТЬ ВЗОР; НАПРАВИТЬ ВЗГЛЯД; НАПРАВИТЬ ГЛАЗА; НАПРАВЛЯТЬ ВЗГЛЯД; НАПРАВЛЯТЬ ГЛАЗА; ОБРАТИТЬ ВЗГЛЯД; ОБРАТИТЬ СВОЙ ВЗГЛЯД; ОБРАЩАТЬ ВЗГЛЯД; ОСТАНАВЛИВАТЬ ВЗГЛЯД; ОСТАНОВИТЬ ВЗГЛЯД; ПОГЛЯДЕТЬ; ПОГЛЯДЫВАТЬ; ПОСМАТРИВАТЬ; СМОТРЕТЬ; ПОСМОТРЕТЬ", "УСТРЕМИТЬ; ОБРАЩАТЬ; УСТРЕМЛЯТЬ; НАПРАВИТЬ; НАПРАВЛЯТЬ; ОБРАТИТЬ"]
134120-V	ПРИГЛЯДЕТЬСЯ; ПРИСМОТРЕТЬСЯ; ПРИСМАТРИВАТЬСЯ	["133722-V", "111489-V"]	["ПРИВЫКАТЬ; ВОЙТИ В ПРИВЫЧКУ; ЗАВЕСТИ ПРИВЫЧКУ; ЗАВОДИТЬ ПРИВЫЧКУ; ОБЗАВЕСТИСЬ ПРИВЫЧКОЙ; ПОЛУЧИТЬ ПРИВЫЧКУ; ПРИВЫКНУТЬ; ПРИОБРЕСТИ ПРИВЫЧКУ; ПРИОБРЕТАТЬ ПРИВЫЧКУ", "ПРИОБРЕСТИ СВОЙСТВО; СДЕЛАТЬСЯ; ПРИОБРЕСТИ; ПРИОБРЕТАТЬ СВОЙСТВО; ПРИОБРЕТАТЬ НОВОЕ КАЧЕСТВО; ПРИОБРЕСТИ НОВОЕ КАЧЕСТВО; ЗАИМЕТЬ; ПРИОБРЕТАТЬ"]
137777-V	СМОТРЕТЬ УКРАДКОЙ; ОДНИМ ГЛАЗКОМ УВИДЕТЬ; ОДНИМ ГЛАЗКОМ ВЗГЛЯНУТЬ; ОДНИМ ГЛАЗКОМ ГЛЯНУТЬ; ЗАГЛЯДЫВАТЬ; ОДНИМ ГЛАЗКОМ ЗАГЛЯНУТЬ; ЗАГЛЯНУТЬ	["145755-V", "106903-V", "114501-V"]	["НАПРАВИТЬ; НАПРАВЛЯТЬ; НАПРАВЛЯТЬСЯ", "ПРОСМОТРЕТЬ; БРОСАТЬ ВЗГЛЯД; БРОСАТЬ ВЗОР; БРОСИТЬ ВЗГЛЯД; ВЗГЛЯДЫВАТЬ; ВЗГЛЯНУТЬ; ВЗИРАТЬ; ВИДЕТЬ СВОИМИ ГЛАЗАМИ; ГЛЯДЕТЬ; ГЛЯНУТЬ; КИНУТЬ ВЗГЛЯД; КИНУТЬ ВЗОР; НАПРАВИТЬ ВЗГЛЯД; НАПРАВИТЬ ГЛАЗА; НАПРАВЛЯТЬ ВЗГЛЯД; НАПРАВЛЯТЬ ГЛАЗА; ОБРАТИТЬ ВЗГЛЯД; ОБРАТИТЬ СВОЙ ВЗГЛЯД; ОБРАЩАТЬ ВЗГЛЯД; ОСТАНАВЛИВАТЬ ВЗГЛЯД; ОСТАНОВИТЬ ВЗГЛЯД; ПОГЛЯДЕТЬ; ПОГЛЯДЫВАТЬ; ПОСМАТРИВАТЬ; СМОТРЕТЬ; ПОСМОТРЕТЬ", "УСТРЕМИТЬ; ОБРАЩАТЬ; УСТРЕМЛЯТЬ; НАПРАВИТЬ; НАПРАВЛЯТЬ; ОБРАТИТЬ"]
142151-V	РАСКРУЧИВАТЬ; РАСКРУТИТЬ	["111047-V", "115727-V"]	["ПРИДАВАТЬ ВРАЩЕНИЕ; ВЕРТЕТЬ; ВРАЩАТЬ; ПОВЕРТЕТЬ; ПРИВЕСТИ ВО ВРАЩЕНИЕ; ПРИДАТЬ ВРАЩЕНИЕ", "ЗАКРУТИТЬ; ПОКРУТИТЬ; ПРОКРУТИТЬ; ПРОКРУЧИВАТЬ; ЗАКРУЧИВАТЬ; КРУТНУТЬ; КРУТИТЬ; КРУТАНУТЬ"]
117784-V	ОТСИЖИВАТЬСЯ; ОТСИДЕТЬСЯ	["106802-V", "106803-V"]	["ИЗБЕЖАТЬ; СВАЛИТЬ С СЕБЯ; ИЗБАВИТЬСЯ; ИЗБАВЛЯТЬСЯ; ИЗБЕГАТЬ; ИЗБЕГНУТЬ", "СПАСТИСЬ; СПАСАТЬ СВОЮ ШКУРУ; СПАСАТЬСЯ"]
5997-V	КОЛЛЕКЦИОНИРОВАТЬ МОНЕТЫ; КОЛЛЕКЦИОНИРОВАТЬ ДЕНЬГИ	["112092-V", "112077-V", "106501-V"]	["СОБИРАТЬ КОЛЛЕКЦИЮ; КОЛЛЕКЦИОНИРОВАТЬ; СОБРАТЬ КОЛЛЕКЦИЮ", "НАСОБИРАТЬ; ПОДСОБРАТЬ; ПОСОБИРАТЬ; СОБИРАТЬ; СОБИРАТЬ В ОДНОМ МЕСТЕ; СОБРАТЬ; СОБРАТЬ В ОДНОМ МЕСТЕ", "ПОДЕЛАТЬ"]
116688-V	ТАСОВАТЬ; ТАСОВАТЬ КАРТЫ; СТАСОВАТЬ; ТАСОВАТЬ КОЛОДУ; ПЕРЕТАСОВЫВАТЬ; ПЕРЕТАСОВАТЬ	["150226-V", "115234-V"]	["СЛОЖИТЬ ЗАНОВО; ПЕРЕКЛАДЫВАТЬ; ПЕРЕЛОЖИТЬ", "СЛОЖИТЬ; СЛОЖИТЬ В ОПРЕДЕЛЕННОМ ПОРЯДКЕ; СКЛАДЫВАТЬ; СКЛАДЫВАТЬ В ОДНОМ МЕСТЕ; СЛОЖИТЬ В ОДНОМ МЕСТЕ"]
111876-V	ОКУРИТЬ; ОКУРИВАТЬ	["111875-V", "107325-V"]	["ОБДАВАТЬ; ОБДАТЬ; ОБДАТЬ СО ВСЕХ СТОРОН", "ПОКРЫТЬ; НАКЛАДЫВАТЬ СЛОЙ; НАЛОЖИТЬ СЛОЙ; ПОКРЫВАТЬ ПОВЕРХНОСТЬ; ПОКРЫВАТЬ; ПОКРЫТЬ ПОВЕРХНОСТЬ"]
127446-V	ПОЖЕЧЬ; ПОЛЫХАТЬ; ПРИПЕКАТЬ; ПРИПЕЧЬ; СОЛНЦЕ ПЕЧЕТ; ЖАРИТЬ; ЖЕЧЬ; НАПЕЧЬ; ОБДАВАТЬ ЖАРОМ; ОБДАВАТЬ ЗНОЕМ; ПАЛИТЬ	["111875-V", "107325-V"]	["ОБДАВАТЬ; ОБДАТЬ; ОБДАТЬ СО ВСЕХ СТОРОН", "ПОКРЫТЬ; НАКЛАДЫВАТЬ СЛОЙ; НАЛОЖИТЬ СЛОЙ; ПОКРЫВАТЬ ПОВЕРХНОСТЬ; ПОКРЫВАТЬ; ПОКРЫТЬ ПОВЕРХНОСТЬ"]
141499-V	ПОДРЫТЬ; ПОДРЫВАТЬ	["132784-V", "110916-V"]	["НАКОПАТЬ; НАКАПЫВАТЬ; НАРЫТЬ; НАРЫВАТЬ", "ДОСТАТЬ; ИЗВЛЕКАТЬ; ДОСТАВАТЬ; ИЗВЛЕЧЬ"]
141499-V	ПОДРЫТЬ; ПОДРЫВАТЬ	["111983-V", "111668-V"]	["ПОДБАВЛЯТЬ; ПРИБАВИТЬ; ПРИПЛЮСОВАТЬ; ДОБАВЛЯТЬ; ПОДБАВИТЬ; ПРИБАВЛЯТЬ; ДОБАВИТЬ; ПРИПЛЮСОВЫВАТЬ", "ПРИСОЕДИНИТЬ; ПРИСОЕДИНЯТЬ"]
116807-V	ОБОЛЬЩАТЬСЯ; ОБОЛЬСТИТЬСЯ; САМООБОЛЬЩАТЬСЯ	["116115-V", "141697-V", "116751-V"]	["УТРИРОВАТЬ; ПРЕУВЕЛИЧИТЬ; СГУСТИТЬ КРАСКИ; ПРЕУВЕЛИЧИВАТЬ", "ПРЕПОДНЕСТИ В ФОРМЕ; ПРЕПОДНОСИТЬ В ФОРМЕ; ПРЕПОДНОСИТЬ; ПРЕПОДНЕСТИ; ПРЕДСТАВЛЯТЬ В ФОРМЕ; ПРЕДСТАВЛЯТЬ; ПРЕДСТАВИТЬ В ФОРМЕ; ПРЕДСТАВИТЬ В ВИДЕ; ПРЕДСТАВИТЬ", "ПРЕДСТАВИТЬ В ВЫГОДНОМ СВЕТЕ; ПОКАЗАТЬ В ВЫГОДНОМ СВЕТЕ; ПРЕДСТАВИТЬ В ЛУЧШЕМ СВЕТЕ; ПОДКРАШИВАТЬ; ПОДКРАСИТЬ; ВЫСТАВЛЯТЬ В ВЫГОДНОМ СВЕТЕ; ВЫСТАВИТЬ В ВЫГОДНОМ СВЕТЕ; ПРЕДСТАВЛЯТЬ В ВЫГОДНОМ СВЕТЕ; ПРЕДСТАВЛЯТЬ В ЛУЧШЕМ СВЕТЕ; ПРИУКРАСИТЬ; ПРИУКРАШАТЬ; ПРИУКРАШИВАТЬ"]
116807-V	ОБОЛЬЩАТЬСЯ; ОБОЛЬСТИТЬСЯ; САМООБОЛЬЩАТЬСЯ	["107199-V", "113119-V", "115751-V", "106504-V", "115293-V"]	["ОШИБОЧНО ПРЕДПОЛАГАТЬ; ОШИБИТЬСЯ В МНЕНИИ; ОШИБИТЬСЯ В ПРЕДПОЛОЖЕНИИ; ИМЕТЬ ЛОЖНОЕ МНЕНИЕ; ЗАБЛУЖДАТЬСЯ; БЫТЬ В ЗАБЛУЖДЕНИИ; ОШИБОЧНО ПРЕДПОЛОЖИТЬ", "ЗАПУДРИТЬ МОЗГИ; ПУДРИТЬ МОЗГИ; ПОВЕСИТЬ ЛАПШУ НА УШИ; ОСТАВИТЬ С НОСОМ; ОБМАНЫВАТЬ; ОБМАНУТЬ; НАВЕШАТЬ НА УШИ; НАВЕСИТЬ ЛАПШУ НА УШИ; ВОКРУГ ПАЛЬЦА ОБВЕСТИ; ВОДИТЬ ЗА НОС; ВЕШАТЬСЯ НА УШИ; ВЕШАТЬ ЛАПШУ НА УШИ; ВЕШАТЬ ЛАПШУ; ВВОДИТЬ В ЗАБЛУЖДЕНИЕ; ВВЕСТИ В ЗАБЛУЖДЕНИЕ", "НАДЕЛАТЬ ДЕЛ; ДОПУСТИТЬ ОШИБКУ; НАДЕЛАТЬ ОШИБОК; ОШИБАТЬСЯ; СОВЕРШАТЬ ОШИБКУ; ДОПУСКАТЬ ОШИБКУ; ДЕЛАТЬ ОШИБКУ; ОШИБИТЬСЯ; СДЕЛАТЬ ОШИБКУ", "ПОСТУПАТЬ; СОВЕРШИТЬ ПОСТУПОК; СОВЕРШАТЬ ПОСТУПОК; ПОСТУПИТЬ; ТВОРИТЬ", "ДОПУСКАТЬ; ДОПУСТИТЬ; ДОПУСКАТЬ МЫСЛЬ; ДЕЛАТЬ ПРЕДПОЛОЖЕНИЕ; ДЕЛАТЬ ДОПУЩЕНИЕ; СТРОИТЬ ПРЕДПОЛОЖЕНИЯ; СДЕЛАТЬ ПРЕДПОЛОЖЕНИЕ; СДЕЛАТЬ ДОПУЩЕНИЕ; ПРЕДПОЛОЖИТЬ; ПРЕДПОЛАГАТЬ; ДОПУСТИТЬ МЫСЛЬ"]
116807-V	ОБОЛЬЩАТЬСЯ; ОБОЛЬСТИТЬСЯ; САМООБОЛЬЩАТЬСЯ	["118574-V", "134714-V"]	["НАВЕСТИ; ВЛИВАТЬ; ВЛИТЬ; ВНУШАТЬ; ВНУШИТЬ; ВСЕЛИТЬ; ВСЕЛЯТЬ; ЗАРОНИТЬ; ЗАРЯДИТЬ; ЗАРЯЖАТЬ; ЗАРЯЖАТЬСЯ; ИНСПИРИРОВАТЬ; НАВЕВАТЬ; НАВЕЯТЬ; НАВОДИТЬ; НАГНАТЬ; НАГОНЯТЬ; ПОСЕЛИТЬ; ПОСЕЛЯТЬ", "ВНУШИТЬ СЕБЕ; ВНУШАТЬ СЕБЕ"]
149942-V	ПОДСЛАСТИТЬ ПИЛЮЛЮ; ПОДСЛАСТИТЬ ГОРЬКУЮ ПИЛЮЛЮ; ОСЛАБИТЬ УДАР; ЗОЛОТИТЬ ПИЛЮЛЮ; СМЯГЧИТЬ УДАР; ПОЗОЛОТИТЬ ПИЛЮЛЮ	["116115-V", "141697-V", "116751-V"]	["УТРИРОВАТЬ; ПРЕУВЕЛИЧИТЬ; СГУСТИТЬ КРАСКИ; ПРЕУВЕЛИЧИВАТЬ", "ПРЕПОДНЕСТИ В ФОРМЕ; ПРЕПОДНОСИТЬ В ФОРМЕ; ПРЕПОДНОСИТЬ; ПРЕПОДНЕСТИ; ПРЕДСТАВЛЯТЬ В ФОРМЕ; ПРЕДСТАВЛЯТЬ; ПРЕДСТАВИТЬ В ФОРМЕ; ПРЕДСТАВИТЬ В ВИДЕ; ПРЕДСТАВИТЬ", "ПРЕДСТАВИТЬ В ВЫГОДНОМ СВЕТЕ; ПОКАЗАТЬ В ВЫГОДНОМ СВЕТЕ; ПРЕДСТАВИТЬ В ЛУЧШЕМ СВЕТЕ; ПОДКРАШИВАТЬ; ПОДКРАСИТЬ; ВЫСТАВЛЯТЬ В ВЫГОДНОМ СВЕТЕ; ВЫСТАВИТЬ В ВЫГОДНОМ СВЕТЕ; ПРЕДСТАВЛЯТЬ В ВЫГОДНОМ СВЕТЕ; ПРЕДСТАВЛЯТЬ В ЛУЧШЕМ СВЕТЕ; ПРИУКРАСИТЬ; ПРИУКРАШАТЬ; ПРИУКРАШИВАТЬ"]
149942-V	ПОДСЛАСТИТЬ ПИЛЮЛЮ; ПОДСЛАСТИТЬ ГОРЬКУЮ ПИЛЮЛЮ; ОСЛАБИТЬ УДАР; ЗОЛОТИТЬ ПИЛЮЛЮ; СМЯГЧИТЬ УДАР; ПОЗОЛОТИТЬ ПИЛЮЛЮ	["111493-V", "118894-V"]	["УМЕНЬШАТЬ СИЛУ; ОСЛАБИТЬ; ОСЛАБЛЯТЬ; УМЕНЬШИТЬ СИЛУ", "СМЯГЧАТЬ; СМЯГЧИТЬ"]
133498-V	ОТПУГНУТЬ; ОТТОЛКНУТЬ СВОИМ ПОВЕДЕНИЕМ; ОТТОЛКНУТЬ ПОВЕДЕНИЕМ; ОТТОЛКНУТЬ; ОТТАЛКИВАТЬ; ОТПУГНУТЬ СВОИМ ПОВЕДЕНИЕМ; ОТПУГИВАТЬ	["136941-V", "110474-V"]	["ВЫЗЫВАТЬ ОТЧУЖДЕНИЕ; ВЫЗВАТЬ ОТЧУЖДЕНИЕ; ОТДАЛИТЬ; ОТДАЛЯТЬ; ОТЧУЖДАТЬ", "ЗАРОЖДАТЬ; ПОРОДИТЬ; ВНЕСТИ; ВНОСИТЬ; ВОЗБУДИТЬ; ВОЗБУЖДАТЬ; ВЫЗВАТЬ; ВЫЗВАТЬ ПОЯВЛЕНИЕ; ВЫЗЫВАТЬ; ВЫЗЫВАТЬ ПОЯВЛЕНИЕ; ДЕТЕРМИНИРОВАТЬ; ДОСТАВИТЬ; ДОСТАВЛЯТЬ; РАЗРОДИТЬСЯ; ПОРОЖДАТЬ; ЗАРОДИТЬ"]
